"arv";"hi1";"hi2";"xvisc1";"xvisc2";"dap1";"dap2";"ht1";"ht2";"disc1";"disc2";"dmte1";"dmte2";"vmte"
22;13;15;0,038201767;0,030913272;23,66;23,66;27,3;27,3;14,71;13,04;15,0027861315234;13,5516128974552;0,0320165120322462
22;15;18;0,030913272;0,03355221;23,66;23,66;27,3;27,3;13,04;10,61;13,5516128974552;11,2077807323985;0,0365885410283758
22;18;23;0,03355221;0,026263715;23,66;23,66;27,3;27,3;10,61;5,81;11,2077807323985;6,48103176516048;0,0319728382524618
24;1,3;2;0,034683183;0,02035752;21,15;21,15;26;26;19,55;19,28;19,6537171207019;19,1883556326432;0,0207960856674933
24;2;4;0,02035752;0,032295572;21,15;21,15;26;26;19,28;18,25;19,1883556326432;18,0056934945952;0,0544927144360275
24;4;6;0,032295572;0,048380527;21,15;21,15;26;26;18,25;16,78;18,0056934945952;16,9436677387973;0,0486378240521478
24;6;11;0,048380527;0,056548668;21,15;21,15;26;26;16,78;14,22;16,9436677387973;14,242385953004;0,0968420875800594
24;11;15;0,056548668;0,050139819;21,15;21,15;26;26;14,22;11;14,242385953004;11,5318409935072;0,0527088820612191
24;15;22;0,050139819;0,038955749;21,15;21,15;26;26;11;5,21;11,5318409935072;5,62218131274119;0,0436932039083802
25;1,3;3;0,026640706;0,021111503;17,63;17,63;26,2;26,2;16,43;16,19;16,4709708120996;15,7126763217517;0,0346846651705489
25;3;4;0,021111503;0,021488494;17,63;17,63;26,2;26,2;16,19;16,2;15,7126763217517;15,301807700789;0,018865476251428
25;4;5;0,021488494;0,021237166;17,63;17,63;26,2;26,2;16,2;15,35;15,301807700789;14,8864230360479;0,0179011021180078
25;5;7;0,021237166;0,034683183;17,63;17,63;26,2;26,2;15,35;13,89;14,8864230360479;14,0438058136908;0,0329259017329198
25;7;10;0,034683183;0,044610616;17,63;17,63;26,2;26,2;13,89;12,68;14,0438058136908;12,73492614935;0,0423201386809257
25;10;14;0,044610616;0,045490262;17,63;17,63;26,2;26,2;12,68;10,71;12,73492614935;10,652575930045;0,0432553941435433
