arvore;matgen;dap;ht;hi;disc
62;IPB1;16,02;25,6;16;8,36
62;IPB1;16,02;25,6;17;7,85
62;IPB1;16,02;25,6;18;7,22
62;IPB1;16,02;25,6;22;4,55
63;IPB1;13,82;22,3;0,2;14,62
63;IPB1;13,82;22,3;0,7;13,06
63;IPB1;13,82;22,3;1,3;12,65
63;IPB1;13,82;22,3;4;11,74
63;IPB1;13,82;22,3;5;11,3
63;IPB1;13,82;22,3;6;11,13
63;IPB1;13,82;22,3;7;10,8
63;IPB1;13,82;22,3;8;10,36
63;IPB1;13,82;22,3;9;10,09
63;IPB1;13,82;22,3;10;9,54
63;IPB1;13,82;22,3;11;9,18
63;IPB1;13,82;22,3;12;8,86
63;IPB1;13,82;22,3;13;8,48
63;IPB1;13,82;22,3;14;7,85
63;IPB1;13,82;22,3;15;7,17
63;IPB1;13,82;22,3;20;4,55
64;IPB1;18,07;26,3;0,2;18,87
64;IPB1;18,07;26,3;0,7;17,16
64;IPB1;18,07;26,3;1,3;17,1
64;IPB1;18,07;26,3;2;16,88
64;IPB1;18,07;26,3;3;16,35
64;IPB1;18,07;26,3;4;15,64
64;IPB1;18,07;26,3;5;15,2
64;IPB1;18,07;26,3;6;14,97
64;IPB1;18,07;26,3;7;14,21
64;IPB1;18,07;26,3;8;13,97
64;IPB1;18,07;26,3;9;13,25
64;IPB1;18,07;26,3;10;12,82
64;IPB1;18,07;26,3;11;12,32
64;IPB1;18,07;26,3;12;11,66
64;IPB1;18,07;26,3;13;11,2
64;IPB1;18,07;26,3;14;10,7
64;IPB1;18,07;26,3;15;10,03
64;IPB1;18,07;26,3;16;9,44
64;IPB1;18,07;26,3;17;8,76
64;IPB1;18,07;26,3;18;7,85
64;IPB1;18,07;26,3;22;4,53
65;IPB1;16,6;25,6;0,2;16,95
65;IPB1;16,6;25,6;0,7;15,77
65;IPB1;16,6;25,6;1,3;15,62
65;IPB1;16,6;25,6;2;15,22
65;IPB1;16,6;25,6;3;14,83
65;IPB1;16,6;25,6;4;14,09
65;IPB1;16,6;25,6;5;14,09
65;IPB1;16,6;25,6;6;13,59
65;IPB1;16,6;25,6;7;13,09
65;IPB1;16,6;25,6;8;12,58
65;IPB1;16,6;25,6;9;12,29
65;IPB1;16,6;25,6;10;11,78
65;IPB1;16,6;25,6;13;10,41
65;IPB1;16,6;25,6;14;9,85
65;IPB1;16,6;25,6;15;9,21
65;IPB1;16,6;25,6;16;8,64
65;IPB1;16,6;25,6;17;8,14
65;IPB1;16,6;25,6;18;7,6
65;IPB1;16,6;25,6;19;6,95
65;IPB1;16,6;25,6;22;4,59
66;IPB1;21,14;28,7;0,2;20,99
66;IPB1;21,14;28,7;0,7;19,73
66;IPB1;21,14;28,7;1,3;19,4
66;IPB1;21,14;28,7;2;18,88
66;IPB1;21,14;28,7;3;18
66;IPB1;21,14;28,7;4;18,1
66;IPB1;21,14;28,7;5;17,16
66;IPB1;21,14;28,7;6;16,49
66;IPB1;21,14;28,7;7;16,29
66;IPB1;21,14;28,7;8;15,64
66;IPB1;21,14;28,7;9;15,54
66;IPB1;21,14;28,7;10;14,59
66;IPB1;21,14;28,7;11;14,26
66;IPB1;21,14;28,7;12;13,83
66;IPB1;21,14;28,7;13;13,09
66;IPB1;21,14;28,7;14;12,49
66;IPB1;21,14;28,7;15;12,08
66;IPB1;21,14;28,7;16;11,37
66;IPB1;21,14;28,7;17;10,85
66;IPB1;21,14;28,7;18;10,44
66;IPB1;21,14;28,7;19;9,66
66;IPB1;21,14;28,7;20;8,9
66;IPB1;21,14;28,7;21;8,39
66;IPB1;21,14;28,7;23;6,94
66;IPB1;21,14;28,7;26;4,25
67;IPB1;19,88;27,2;0,2;21,13
67;IPB1;19,88;27,2;0,7;19,42
67;IPB1;19,88;27,2;1,3;18,81
67;IPB1;19,88;27,2;2;18,77
67;IPB1;19,88;27,2;3;18,37
67;IPB1;19,88;27,2;4;17,66
67;IPB1;19,88;27,2;5;17,03
67;IPB1;19,88;27,2;6;16,49
67;IPB1;19,88;27,2;7;16,11
67;IPB1;19,88;27,2;8;15,66
67;IPB1;19,88;27,2;9;14,74
67;IPB1;19,88;27,2;10;14,37
67;IPB1;19,88;27,2;11;13,73
67;IPB1;19,88;27,2;12;13,16
67;IPB1;19,88;27,2;13;13,29
67;IPB1;19,88;27,2;14;11,99
67;IPB1;19,88;27,2;15;11,55
67;IPB1;19,88;27,2;16;10,74
67;IPB1;19,88;27,2;17;9,82
67;IPB1;19,88;27,2;18;9,49
67;IPB1;19,88;27,2;20;7,76
67;IPB1;19,88;27,2;23;5,59
68;IPB1;17,97;26,5;0,2;18,59
68;IPB1;17,97;26,5;0,7;16,92
68;IPB1;17,97;26,5;1,3;16,6
68;IPB1;17,97;26,5;2;16,16
68;IPB1;17,97;26,5;3;15,75
68;IPB1;17,97;26,5;4;15,34
68;IPB1;17,97;26,5;5;14,85
68;IPB1;17,97;26,5;6;14,61
68;IPB1;17,97;26,5;7;13,77
68;IPB1;17,97;26,5;8;13,78
68;IPB1;17,97;26,5;9;13,34
68;IPB1;17,97;26,5;10;12,68
68;IPB1;17,97;26,5;11;12,15
68;IPB1;17,97;26,5;12;11,66
68;IPB1;17,97;26,5;13;11,15
68;IPB1;17,97;26,5;14;10,52
68;IPB1;17,97;26,5;15;10,08
68;IPB1;17,97;26,5;16;9,27
68;IPB1;17,97;26,5;17;8,84
68;IPB1;17,97;26,5;18;8,17
68;IPB1;17,97;26,5;19;7,59
68;IPB1;17,97;26,5;23;4,58
69;IPB1;20,99;27;0,2;20,65
69;IPB1;20,99;27;0,7;19,67
69;IPB1;20,99;27;1,3;19,45
69;IPB1;20,99;27;2;18,96
69;IPB1;20,99;27;3;18,18
69;IPB1;20,99;27;4;17,92
69;IPB1;20,99;27;5;17,11
69;IPB1;20,99;27;6;16,43
69;IPB1;20,99;27;7;15,72
69;IPB1;20,99;27;8;15,77
69;IPB1;20,99;27;9;15,05
69;IPB1;20,99;27;10;14,34
69;IPB1;20,99;27;11;13,77
69;IPB1;20,99;27;12;13,22
69;IPB1;20,99;27;13;12,81
69;IPB1;20,99;27;14;12,2
69;IPB1;20,99;27;15;11,68
69;IPB1;20,99;27;16;10,96
69;IPB1;20,99;27;17;10,08
69;IPB1;20,99;27;18;9,15
69;IPB1;20,99;27;19;8,46
69;IPB1;20,99;27;20;7,95
69;IPB1;20,99;27;21;7,01
69;IPB1;20,99;27;23;5,36
70;IPB1;17,06;25,1;0,2;17,35
70;IPB1;17,06;25,1;0,7;16,39
70;IPB1;17,06;25,1;1,3;15,7
70;IPB1;17,06;25,1;2;15,35
70;IPB1;17,06;25,1;3;15,03
70;IPB1;17,06;25,1;4;14,52
70;IPB1;17,06;25,1;5;14,4
70;IPB1;17,06;25,1;6;13,79
70;IPB1;17,06;25,1;7;13,25
70;IPB1;17,06;25,1;8;12,72
70;IPB1;17,06;25,1;9;12,29
70;IPB1;17,06;25,1;10;11,54
70;IPB1;17,06;25,1;11;11,25
70;IPB1;17,06;25,1;12;10,53
70;IPB1;17,06;25,1;13;10,14
70;IPB1;17,06;25,1;14;9,51
70;IPB1;17,06;25,1;15;8,75
70;IPB1;17,06;25,1;16;8,23
70;IPB1;17,06;25,1;17;7,7
70;IPB1;17,06;25,1;19;6,64
70;IPB1;17,06;25,1;22;4,48
71;IPB1;16,04;25,5;0,2;16,29
71;IPB1;16,04;25,5;0,7;15,61
71;IPB1;16,04;25,5;1,3;15,11
71;IPB1;16,04;25,5;2;14,7
71;IPB1;16,04;25,5;3;14,42
71;IPB1;16,04;25,5;4;14,19
71;IPB1;16,04;25,5;5;13,52
71;IPB1;16,04;25,5;6;13,07
71;IPB1;16,04;25,5;7;12,64
71;IPB1;16,04;25,5;8;12,5
71;IPB1;16,04;25,5;9;11,85
71;IPB1;16,04;25,5;10;11,26
71;IPB1;16,04;25,5;11;11,05
71;IPB1;16,04;25,5;12;10,4
71;IPB1;16,04;25,5;13;9,73
71;IPB1;16,04;25,5;14;9,48
71;IPB1;16,04;25,5;15;8,76
71;IPB1;16,04;25,5;16;8,7
71;IPB1;16,04;25,5;17;7,59
71;IPB1;16,04;25,5;18;7,13
71;IPB1;16,04;25,5;22;4,52
72;IPB1;14,81;25,1;0,2;15,31
72;IPB1;14,81;25,1;0,7;14,28
72;IPB1;14,81;25,1;1,3;13,97
72;IPB1;14,81;25,1;2;13,96
72;IPB1;14,81;25,1;3;13,64
72;IPB1;14,81;25,1;4;13,18
72;IPB1;14,81;25,1;5;12,44
72;IPB1;14,81;25,1;6;12,19
72;IPB1;14,81;25,1;7;11,95
72;IPB1;14,81;25,1;8;11,37
72;IPB1;14,81;25,1;9;11,07
72;IPB1;14,81;25,1;10;10,59
72;IPB1;14,81;25,1;11;10,09
72;IPB1;14,81;25,1;12;9,55
72;IPB1;14,81;25,1;13;9,18
72;IPB1;14,81;25,1;14;8,66
72;IPB1;14,81;25,1;15;8,18
72;IPB1;14,81;25,1;16;7,87
72;IPB1;14,81;25,1;17;7,23
72;IPB1;14,81;25,1;21;4,57
73;IPB1;12,24;22,5;0,2;12,71
73;IPB1;12,24;22,5;0,7;11,78
73;IPB1;12,24;22,5;1,3;11,46
73;IPB1;12,24;22,5;2;11,31
73;IPB1;12,24;22,5;3;10,98
73;IPB1;12,24;22,5;4;10,47
73;IPB1;12,24;22,5;5;10,17
73;IPB1;12,24;22,5;6;9,77
73;IPB1;12,24;22,5;7;9,57
73;IPB1;12,24;22,5;8;9,11
73;IPB1;12,24;22,5;9;8,59
73;IPB1;12,24;22,5;10;8
73;IPB1;12,24;22,5;11;7,63
73;IPB1;12,24;22,5;12;7,07
73;IPB1;12,24;22,5;13;6,72
73;IPB1;12,24;22,5;17;4,95
74;IPB1;19,61;24;0,2;19,95
74;IPB1;19,61;24;0,7;18,47
74;IPB1;19,61;24;1,3;18,4
74;IPB1;19,61;24;2;17,97
74;IPB1;19,61;24;3;17,32
74;IPB1;19,61;24;5;17,12
74;IPB1;19,61;24;6;16,5
74;IPB1;19,61;24;7;15,94
74;IPB1;19,61;24;8;15,41
74;IPB1;19,61;24;9;15,28
74;IPB1;19,61;24;10;14,57
74;IPB1;19,61;24;11;14,1
74;IPB1;19,61;24;12;13,44
74;IPB1;19,61;24;13;13,24
74;IPB1;19,61;24;14;12,49
74;IPB1;19,61;24;15;11,88
74;IPB1;19,61;24;16;11,3
74;IPB1;19,61;24;17;10,7
74;IPB1;19,61;24;18;10,01
74;IPB1;19,61;24;19;9,28
74;IPB1;19,61;24;20;8,6
75;IPB1;18,54;26,6;0,2;18,96
75;IPB1;18,54;26,6;0,7;17,75
75;IPB1;18,54;26,6;1,3;17,25
75;IPB1;18,54;26,6;2;17,02
75;IPB1;18,54;26,6;3;16,76
75;IPB1;18,54;26,6;4;16,34
75;IPB1;18,54;26,6;5;15,89
75;IPB1;18,54;26,6;6;15,22
75;IPB1;18,54;26,6;7;14,98
75;IPB1;18,54;26,6;8;14,4
75;IPB1;18,54;26,6;9;14,1
75;IPB1;18,54;26,6;10;13,41
75;IPB1;18,54;26,6;11;12,75
75;IPB1;18,54;26,6;12;12,38
75;IPB1;18,54;26,6;13;11,81
75;IPB1;18,54;26,6;14;11,3
75;IPB1;18,54;26,6;16;10,23
75;IPB1;18,54;26,6;17;9,48
75;IPB1;18,54;26,6;18;8,82
75;IPB1;18,54;26,6;21;6,89
75;IPB1;18,54;26,6;23;5,32
